 -0.164756E-01  0.621366E-02  0.166495E-01
  0.243887E-01 -0.652116E-02 -0.353686E-02
  0.132702E-01 -0.126141E-02 -0.990127E-02
  0.313081E-02 -0.172015E-01  0.223735E-01
  0.451613E-02 -0.335726E-01 -0.136788E-01
  0.283733E-01 -0.355784E-02 -0.108672E-01
  0.144839E-01  0.374218E-01 -0.126785E-01
  0.220986E-01 -0.107006E-01 -0.691901E-02
  0.556927E-02 -0.789677E-02  0.642976E-02
 -0.784070E-02 -0.542744E-02 -0.389230E-02
 -0.753774E-02  0.714576E-02 -0.102558E-01
  0.230282E-01 -0.166644E-02  0.719528E-02
 -0.736120E-02 -0.521508E-02  0.152839E-01
 -0.225803E-01 -0.228535E-01  0.129324E-01
  0.187957E-01  0.705825E-02 -0.126561E-01
 -0.115074E-02 -0.674208E-02  0.384744E-02
 -0.389958E-02 -0.220212E-01 -0.466833E-02
 -0.243773E-01 -0.865467E-02  0.278874E-02
 -0.132694E-02  0.549902E-01 -0.470813E-01
  0.685699E-02  0.750376E-02  0.148936E-01
 -0.486168E-01  0.197482E-01  0.377639E-01
  0.121551E-01 -0.240567E-01 -0.754549E-02
  0.264421E-01 -0.788924E-02  0.135911E-01
 -0.538825E-02 -0.106026E-01 -0.294474E-02
  0.468445E-02 -0.171502E-01  0.419424E-03
  0.211366E-01 -0.216759E-01 -0.282066E-01
  0.189349E-01 -0.107544E-01  0.237947E-01
  0.816699E-02  0.118755E-01 -0.234677E-01
  0.145649E-01  0.844612E-02 -0.229301E-02
 -0.165318E-01 -0.355009E-01  0.305245E-01
  0.153461E-01  0.161577E-01 -0.196184E-01
  0.166788E-01  0.203781E-02  0.899485E-02
  0.162263E-01  0.480803E-01 -0.268562E-02
  0.110239E-02 -0.103335E-01  0.140350E-01
 -0.271281E-01 -0.734729E-02  0.419904E-02
  0.233247E-01 -0.294187E-01 -0.266643E-01
 -0.286403E-01 -0.201947E-01  0.456059E-02
 -0.371026E-01 -0.326210E-01 -0.112787E-01
  0.398733E-01  0.943383E-02 -0.173633E-01
 -0.121882E-01  0.332140E-01 -0.524744E-01
 -0.230890E-01  0.252499E-01  0.435910E-01
  0.159481E-01  0.485496E-02  0.191518E-01
 -0.395037E-01 -0.346348E-01 -0.486187E-03
  0.164836E-01  0.203763E-01  0.280701E-01
 -0.327694E-01  0.501314E-01 -0.412696E-01
  0.103495E-01 -0.631861E-02 -0.466138E-01
  0.153141E-01  0.178266E-01  0.180667E-01
 -0.205533E-01 -0.163370E-01  0.304397E-01
  0.972958E-02  0.736049E-02  0.115234E-01
  0.145932E-01  0.306730E-01 -0.626480E-01
 -0.457905E-01  0.333272E-01  0.180128E-01
  0.360397E-01 -0.102643E-01  0.698998E-02
 -0.631416E-02 -0.385398E-01 -0.912721E-02
  0.223432E-01 -0.346114E-01  0.264840E-01
 -0.417630E-03  0.261135E-02 -0.499053E-02
  0.263570E-01  0.768875E-02  0.149083E-01
 -0.498117E-02 -0.188437E-02  0.124581E-01
 -0.604025E-02 -0.594705E-02 -0.944962E-02
 -0.193412E-02  0.174854E-03  0.344466E-01
 -0.251564E-01  0.243637E-01 -0.131879E-01
  0.915254E-02  0.146513E-01  0.150601E-02
  0.112689E-01  0.949518E-02  0.944499E-02
  0.145022E-01  0.137314E-01 -0.621460E-02
 -0.572618E-02 -0.943860E-02 -0.249455E-02
  0.292233E-01 -0.605765E-02 -0.773001E-02
 -0.288738E-02  0.808841E-02  0.176036E-01
 -0.239394E-01  0.342873E-01  0.325234E-01
 -0.853307E-02 -0.126639E-01 -0.481268E-01
  0.370786E-02 -0.314046E-02 -0.165050E-01
  0.123283E-01  0.195913E-01  0.751514E-01
 -0.141331E-01 -0.916054E-03  0.169903E-02
 -0.233192E-02 -0.250024E-02 -0.251400E-01
 -0.387429E-03  0.768809E-02  0.203632E-01
 -0.176598E-01  0.233687E-02  0.104226E-01
 -0.209747E-02  0.111183E-01 -0.873267E-02
 -0.111737E-01 -0.866878E-02 -0.104245E-01
  0.678893E-02  0.948318E-02 -0.355324E-02
  0.142069E-02 -0.186905E-02  0.357525E-01
 -0.153156E-01  0.170211E-01 -0.575482E-02
 -0.122474E-01  0.113213E-01 -0.878888E-02
  0.163517E-01 -0.637687E-02  0.470292E-01
  0.721512E-02 -0.225601E-01 -0.542727E-03
  0.557244E-02 -0.780731E-02  0.658493E-02
 -0.216942E-01  0.120299E-01  0.159343E-01
 -0.554947E-02  0.136208E-02 -0.312015E-03
 -0.652919E-02  0.664236E-03  0.447699E-02
  0.703458E-02 -0.123136E-01  0.788305E-02
 -0.133361E-02  0.107484E-01 -0.167402E-02
  0.361109E-03 -0.293681E-01  0.205042E-03
 -0.116233E-01 -0.212842E-01 -0.165440E-01
  0.166230E-01  0.473494E-02 -0.129403E-01
 -0.801831E-02 -0.202532E-01 -0.141768E-01
 -0.557590E-03 -0.323928E-02  0.872213E-02
  0.136398E-02  0.314400E-01  0.607853E-02
  0.549395E-02  0.647959E-02 -0.100436E-01
  0.115718E-01 -0.456813E-02 -0.908637E-02
 -0.114010E-01 -0.223353E-01  0.337535E-02
 -0.491500E-01  0.572306E-02 -0.123764E-01
  0.827330E-02 -0.494665E-01  0.127051E-02
  0.152420E-01 -0.130036E-01  0.145197E-01
  0.151376E-01  0.277955E-01 -0.268598E-01
 -0.610745E-02 -0.303339E-01 -0.915213E-02
 -0.260886E-01  0.280808E-01 -0.468630E-05
 -0.185313E-01 -0.531998E-02 -0.606404E-02
  0.264082E-01  0.632453E-02 -0.299200E-01
 -0.163091E-01 -0.177554E-01  0.752493E-02
  0.377680E-01 -0.212018E-01  0.522950E-01
 -0.845276E-02  0.137696E-01  0.104184E-01
  0.646310E-02 -0.137591E-02 -0.327058E-02
 -0.216848E-02 -0.582067E-02  0.813118E-02
  0.573188E-01  0.209806E-01 -0.273235E-01
 -0.571232E-02 -0.215431E-01  0.152812E-01
  0.203500E-01  0.219814E-01  0.190599E-02
  0.538228E-02 -0.253273E-01 -0.546030E-03
 -0.113163E-01  0.233386E-01 -0.718642E-02
  0.122381E-01 -0.712757E-02 -0.513808E-02
 -0.297106E-01  0.119967E-01 -0.283534E-01
 -0.126884E-01 -0.185578E-02  0.240384E-01
 -0.340483E-01 -0.191755E-01 -0.915130E-02
 -0.409862E-01  0.774595E-02 -0.149008E-02
  0.269492E-01  0.905400E-02 -0.724533E-02
 -0.136334E-01  0.656654E-02 -0.111736E-01
 -0.773432E-02 -0.508649E-02 -0.843899E-02
  0.568489E-02 -0.134914E-01  0.744683E-02
  0.128367E-01 -0.787161E-02  0.926046E-03
 -0.202833E-01 -0.487199E-02  0.268970E-02
  0.163477E-01  0.588894E-02  0.803479E-02
  0.390279E-01  0.140799E-01 -0.252570E-01
 -0.137527E-01  0.103353E-01 -0.173304E-01
 -0.262881E-01 -0.845187E-02 -0.131223E-02
 -0.167107E-01 -0.199431E-01  0.304887E-02
  0.170971E-01  0.232534E-01 -0.152123E-02
 -0.278581E-01 -0.184341E-01  0.182818E-01
 -0.274561E-01  0.350258E-01 -0.236823E-01
  0.400099E-01  0.300141E-01  0.504359E-02
