  8.85659968E-02   1.33308531E-01  -2.31194628E-02
 -4.05104914E-03  -2.73394050E-02  -3.86426802E-02
 -2.97614421E-03  -8.26218708E-03  -6.22391132E-02
 -7.31604197E-02   5.64466240E-03   2.24143571E-03
  2.64672915E-02   7.41720498E-03  -1.06354788E-01
 -6.66198659E-02  -4.10693356E-02  -2.32824311E-02
 -3.39256474E-02   6.50824586E-03  -7.08701002E-03
  7.51022505E-02   3.42714090E-02  -6.13624042E-02
  1.02509532E-01   9.68002739E-02  -7.07140602E-02
 -4.89299873E-02  -3.13127939E-03   3.71997320E-03
  3.03659487E-02   9.11712827E-02  -3.05750259E-03
  6.50786965E-02  -4.92184198E-02   7.11967212E-02
  5.29834935E-03   4.91899127E-02  -8.01578479E-02
 -2.83565122E-02  -5.65710646E-02  -3.77218945E-02
 -1.17325633E-01   6.87253763E-02   1.75157843E-02
 -6.03248073E-02   2.78507312E-02  -3.93885852E-02
 -1.42811583E-01  -2.79599603E-02   4.21065452E-02
  2.52840802E-02   5.58928799E-02  -4.19359040E-02
  1.50987790E-01   3.91389186E-02  -2.06834290E-02
 -4.18065789E-03  -1.73380348E-02  -4.29414983E-02
  1.10102600E-01   5.56429873E-02   3.12128205E-02
 -8.34636586E-02   3.91320555E-02  -1.26651800E-01
  3.88871630E-02  -8.66030729E-02   8.80186110E-03
 -1.53545283E-02  -1.04665272E-01  -7.18277069E-02
  1.56436169E-02   5.80002334E-03  -3.25847027E-02
  2.12051097E-02   7.82154616E-02  -2.42306731E-02
 -1.85881899E-02  -5.50388425E-02   9.37175657E-03
  3.64992352E-01  -1.74049352E-01  -2.34571719E-01
 -1.65292309E-01  -9.13300142E-02  -2.62020132E-01
 -1.27562367E-01   6.86206809E-02  -1.82734266E-01
  2.64748536E-01   3.96944988E-02  -2.88533748E-01
 -2.76902107E-01  -2.43878900E-01  -1.29221128E-01
 -5.62440910E-02  -7.70133715E-02  -3.47017526E-01
 -4.65196363E-01  -7.10990385E-02  -1.91618641E-02
  1.97498729E-01  -2.49101219E-01  -2.07744376E-02
  2.98832258E-01  -2.77465255E-03  -9.60712631E-02
  3.16404906E-01  -4.81719399E-02  -1.25737645E-01
  6.50792537E-03  -5.27153791E-02  -9.06360444E-02
 -1.57326519E-01  -2.04451345E-01  -1.70182151E-01
  1.53653379E-01  -1.15248047E-01   3.14203976E-01
 -1.86607668E-01  -1.03387968E-02   3.74372635E-01
 -1.21153466E-01  -3.91735210E-02   2.56408965E-01
 -4.55633466E-01  -8.00717478E-02   2.39407039E-01
  3.79549447E-01  -4.76489561E-02   1.97716097E-01
  2.29063983E-01  -5.38052967E-02   2.70582155E-01
  2.60763960E-01  -2.14736665E-01  -2.15771654E-01
 -1.16602519E-01   3.32201382E-01  -2.47820284E-01
 -3.37334296E-01   1.78324022E-01  -2.39138767E-01
  1.84717532E-01  -2.80144123E-01  -2.06843675E-01
 -3.26838843E-01   7.65251664E-02  -2.19895090E-01
  4.11187848E-03   1.56676592E-01  -1.32055961E-01
 -3.51777585E-01  -3.60934187E-01   2.05621725E-01
  1.91330181E-01   1.61551608E-01   2.33535659E-01
  2.16548875E-01   2.17101940E-01   2.09273788E-01
 -2.98364693E-02  -7.84936719E-02  -1.66015491E-01
 -5.42062848E-02  -1.68161734E-02  -2.74361064E-01
  1.72018938E-02   7.08628481E-02  -1.75823319E-01
  1.39239747E-02   4.33591181E-04  -2.97820731E-01
  6.00093332E-02   9.51852123E-02  -2.10817734E-01
 -1.20299686E-02  -3.66127652E-02  -3.18120975E-01
  3.41626207E-02   4.55064383E-02  -1.20854903E-01
  1.91095493E-03  -1.58402962E-02  -1.28196843E-02
  1.47281668E-02  -6.96178269E-02  -6.66180187E-02
  6.14931021E-03   2.42250702E-02  -1.34778329E-01
 -3.09562966E-02   5.34383558E-02  -1.30083507E-01
  9.31815241E-02  -5.33935105E-02  -1.71115414E-01
 -1.32380452E-02  -2.08899948E-03   2.62318668E-01
  4.73855574E-02  -1.04258604E-01   3.59907899E-01
  1.54494183E-02   1.17893354E-03   2.50956907E-01
 -4.64882862E-02   5.25290466E-02   2.55887836E-01
  3.62082629E-02   5.23039762E-02   2.08251357E-01
 -2.38363013E-02   1.85596003E-02   1.14641969E-01
 -2.92255073E-02   5.69799469E-02  -1.95980792E-01
  1.11198167E-02  -1.66531823E-02  -3.14839205E-01
 -4.82362299E-03   2.43778295E-02  -2.35569862E-01
  4.08329274E-02   5.37336647E-02  -1.97583675E-01
  3.35380721E-02  -3.94867462E-02  -2.84360837E-01
  4.18347388E-02  -1.20369625E-01  -1.85293292E-01
 -2.00379117E-02  -7.98430439E-03   1.68914947E-01
  2.38129266E-02   1.26771616E-02   2.32171764E-01
 -4.87668705E-02   5.02041649E-02   2.01939360E-01
 -1.54867107E-02  -7.81786161E-02  -4.70812699E-02
 -2.11806073E-02  -1.11857544E-01  -1.72514346E-02
 -6.29008402E-03   7.12222980E-02   7.38031706E-02
 -2.65549071E-02   5.94111963E-02  -1.50524882E-02
  2.59665185E-02  -2.54282304E-01   1.05004657E-01
  5.65650646E-02  -4.06637023E-02   1.70181256E-04
  4.32605610E-02   1.14854521E-02   8.41873897E-02
  3.82248332E-02  -2.01420745E-01   2.26457531E-02
  3.74019387E-02  -2.22048825E-02   2.71586786E-02
 -4.14720950E-02  -9.23391391E-02  -1.33042640E-02
  4.79780133E-02  -8.50677353E-02   6.25801317E-02
  3.75576661E-02  -1.60832289E-01  -8.29520130E-04
 -5.53009840E-03  -1.38977900E-02  -4.34049176E-02
 -7.46149808E-03   9.26103533E-03  -1.02912457E-02
 -5.89829890E-02  -1.06908586E-01   3.71750419E-02
 -1.61690200E-02  -2.22329124E-02  -1.10444665E-01
  4.75712287E-02   9.19818867E-03   2.53740802E-04
  1.14454564E-02  -3.84058156E-02  -2.00038224E-02
 -2.47129751E-02  -2.23864448E-01   5.38309253E-02
  7.38520613E-02   2.32424319E-01  -5.30793252E-03
 -4.05099357E-02   1.06611411E-01  -7.71476207E-03
  6.85436736E-02  -1.89464034E-01   2.02638067E-02
  5.21448316E-02   2.31793101E-01   7.99560748E-02
 -1.57311258E-03   1.64443396E-01   2.12457827E-02
  5.27917770E-02  -2.64546244E-01  -5.26468238E-02
 -8.12841726E-02   1.03602759E-01  -6.76200711E-02
 -5.25969793E-03   1.91755607E-01   1.12938228E-01
  3.12389613E-01   3.95661809E-02   3.58955811E-03
 -1.63212148E-01   1.48620244E-02   7.96357318E-03
 -2.29179827E-01   4.66763808E-03   2.32985430E-02
  1.44126890E-01  -1.44219467E-02   2.31213523E-02
 -2.93079352E-01  -9.06539284E-03   8.75971659E-02
 -4.94032061E-02  -2.10180040E-02   4.38969446E-02
 -3.96173151E-01  -6.89176354E-03   3.36685280E-02
  1.40272970E-01   1.69620367E-02  -1.37473044E-02
  2.53672119E-01   1.81896994E-02   2.30291932E-02
  3.23158130E-01  -1.02933073E-01   4.87919505E-02
 -2.53188647E-02  -2.24116249E-04   5.40295879E-02
 -8.70601790E-02   5.28178490E-02  -5.84415271E-04
  1.66397903E-01  -4.76683051E-02   8.72428348E-03
 -2.32018677E-01   1.65208079E-02   1.57373129E-02
 -8.63398928E-02   2.87453124E-02  -1.71560819E-02
 -3.92150374E-01  -7.37259912E-03  -7.11365839E-02
  2.09305617E-01  -4.89912294E-02   1.54837643E-02
  1.96856816E-01  -1.40589571E-02   1.36014356E-02
  2.44748295E-01  -2.01820769E-03   2.57430422E-02
 -8.04047747E-02  -3.35473079E-02   1.23419503E-01
 -2.15644268E-01  -5.67110958E-02  -2.12832021E-02
 -1.37625887E-02  -4.07024517E-02   3.85683904E-03
 -2.80260590E-01   3.19511874E-02   7.69430790E-02
 -3.13739822E-02  -1.05034305E-02   2.35961278E-02
 -2.59075535E-01  -8.02489475E-05  -6.62545763E-02
  3.69728635E-01  -6.02664719E-02  -4.82712720E-02
  1.64387663E-01   3.74673969E-03   3.40825389E-02
